"","sent_pair_id","verb_id","verb","classification","IO","frequency_rank","diff_avg","diff_gpt2","diff_gpt2_med","diff_gpt2_large","diff_gpt2_xl","mean_z_DOsentence","mean_z_PDsentence","mean_scores_DOsentence","mean_scores_PDsentence","human_zdiff","human_sdiff"
"30",30,129,"granted","alternating","shortIndefinite",29,0.0452987670898437,0.150990009307861,-0.0332808494567871,-0.0332808494567871,-0.0332808494567871,1.07596907257598,0.901680187435375,91.7,90.7142857142857,-0.174288885140604,-0.985714285714295
"31",31,131,"slipped","alternating","longIndefinite",31,1.23897790908813,1.30400228500366,0.933746337890625,0.933746337890625,0.933746337890625,0.367653451467891,1.00030096297509,66.65,89.5,0.632647511507203,22.85
"32",32,131,"slipped","alternating","shortIndefinite",31,1.40178337097168,1.09773540496826,0.0361933708190918,0.0361933708190918,0.0361933708190918,0.860430652815669,0.829557503152613,85.75,88.1739130434783,-0.0308731496630568,2.42391304347827
"33",33,133,"quoted","alternating","longIndefinite",33,0.953666305541992,1.15660762786865,0.929161548614502,0.929161548614502,0.929161548614502,-0.20979556300548,0.839116020643422,46.8571428571429,83.7,1.0489115836489,36.8428571428571
"34",34,133,"quoted","alternating","shortIndefinite",33,1.28950595855713,0.952897548675537,1.17144584655762,1.17144584655762,1.17144584655762,0.40273203771064,0.957428986077264,70.95,90,0.554696948366624,19.05
"35",35,135,"owed","alternating","longIndefinite",35,1.47030763626099,1.27273607254028,0.783051490783691,0.783051490783691,0.783051490783691,0.220276695750043,0.258963676889184,65,65.65,0.0386869811391407,0.650000000000006
"36",36,135,"owed","alternating","shortIndefinite",35,0.374820423126221,0.67119312286377,0.3950514793396,0.3950514793396,0.3950514793396,0.513689585939569,0.62544694081841,71.4,76.65,0.111757354878841,5.25
"37",37,137,"slid","alternating","longIndefinite",37,1.25780363082886,1.37174987792969,1.71570301055908,1.71570301055908,1.71570301055908,0.894606592554338,0.992918879872953,84.3,94.4285714285714,0.0983122873186151,10.1285714285714
"38",38,137,"slid","alternating","shortIndefinite",37,1.20113906860352,0.911520957946777,0.64342737197876,0.64342737197876,0.64342737197876,1.09801389629236,1.10354124217347,94.7,95,0.00552734588110937,0.299999999999997
"39",39,139,"assigned","alternating","longIndefinite",39,1.04880094528198,0.983937740325928,0.809875965118408,0.809875965118408,0.809875965118408,0.497965226751793,0.646277347156791,73.05,82.0434782608696,0.148312120404998,8.99347826086957
"40",40,139,"assigned","alternating","shortIndefinite",39,0.929027652740478,0.838994026184082,1.03753042221069,1.03753042221069,1.03753042221069,0.790019731738556,1.06915759708679,83,91.85,0.279137865348238,8.84999999999999
"41",41,141,"guaranteed","alternating","longIndefinite",41,1.73376989364624,1.07860088348389,0.955387115478516,0.955387115478516,0.955387115478516,0.621951518377055,0.73487833330913,76.85,82.4,0.112926814932075,5.55000000000001
"42",42,141,"guaranteed","alternating","shortIndefinite",41,-0.0178347587585449,0.603435516357422,0.669700145721436,0.669700145721436,0.669700145721436,0.916846315105708,0.837691224409115,91.3333333333333,84.25,-0.0791550906965927,-7.08333333333333
"43",43,143,"floated","alternating","longIndefinite",43,1.0893946647644,1.32021188735962,1.22038412094116,1.22038412094116,1.22038412094116,-0.884197328670666,0.0424803421852569,21.8,56.45,0.926677670855923,34.65
"44",44,143,"floated","alternating","shortIndefinite",43,1.02587242126465,1.23265266418457,0.899926662445068,0.899926662445068,0.899926662445068,-0.552651806951115,0.163629473921455,35.4347826086956,61.5,0.71628128087257,26.0652173913044
